HALTER_ID,"Age, Guardian","Gender, Guardian",City District,Primary Breed,"Year of Birth, Dog","Sex, Dog",Dog Colour
81681,41-50,w,10,Sennenhund,2008,w,tricolor
81683,61-70,w,10,Chinese Crested Powderpuff,2011,m,Black/White
81689,51-60,w,10,Portugiesischer Wasserhund,2007,w,Black
81692,71-80,m,8,Yorkshire Terrier,2013,m,Black/beige
81696,41-50,m,4,Deutscher Pinscher,2010,m,Black/Red
81702,51-60,w,11,Collie,2011,w,tricolor
81702,51-60,w,11,Collie,2011,w,tricolor
81717,71-80,m,12,Pekingese,2010,w,White/Brown
81717,71-80,m,12,Pekingese,2008,w,Brown/Black
81721,81-90,m,6,Bolonka Zwetna,2014,m,Black/Brown
81722,61-70,w,6,Beagle,2006,m,tricolor
81726,61-70,w,11,Jack Russel Terrier,2008,w,White/Brown
81726,61-70,w,11,True klein,2007,m,Brindle
81726,61-70,w,11,True klein,2007,w,Bright Brown/White
81726,61-70,w,11,True klein,2009,w,Brown
81726,61-70,w,11,Dachshund,2012,m,Black/Brown
81731,61-70,m,12,True klein,2007,w,Black/White
81733,61-70,m,11,Jack Russel Terrier,2005,m,tricolor
81738,81-90,w,11,Whippet,2012,w,Red/Brown
81742,71-80,w,12,Yorkshire Terrier,2001,m,beige/White
81760,51-60,w,12,Shih Tzu,2007,w,Brown
81764,71-80,w,12,Coton de Tulear,2004,m,White
81768,61-70,m,11,Rauhaar Dackel,2008,m,Red
81772,61-70,m,11,Labrador Retriever,2014,w,Black
81775,71-80,w,11,Zwergpudel,2002,m,apricot
81780,51-60,m,12,Münsterländer,2003,m,White/Brown
81781,61-70,w,12,True klein,2001,w,White
81782,51-60,w,11,Mittelpudel,2006,w,Black/White
81789,41-50,m,11,True klein,2013,m,Black/White
81807,71-80,w,11,Labrador Retriever,2002,w,Black
81810,61-70,m,11,Kleiner Münsterländer,2013,w,White/Brown
81811,61-70,m,11,Terrier,2003,w,Brown
81812,71-80,w,11,Galgo Español,2007,w,beige
81831,71-80,w,11,True klein,2003,w,Brown/White
81844,71-80,w,11,True klein,2009,w,Brown
81849,51-60,w,11,Chinese Crested,2014,w,White/orange
81849,51-60,w,11,Azawakh,2008,w,Red
81849,51-60,w,11,Chihuahua,2010,m,wildfarbig
81852,51-60,m,11,Irish Setter,2004,w,Mahogany
81856,31-40,m,11,Labrador Retriever,2001,m,beige/White
81870,61-70,w,7,True klein,2002,w,Black/White
81872,61-70,w,10,Miniature Australien Shepard,2010,m,tricolor
81877,71-80,w,7,True klein,2007,w,White/Black
81878,71-80,w,7,ZwerGreyhaardackel,2005,w,Black/Brown
81883,71-80,m,7,Beagle,2009,w,tricolor
81885,71-80,w,7,Labrador Retriever,2010,m,Black
81885,71-80,w,7,Labrador Retriever,2015,m,Yellow
81889,61-70,w,2,West Highland White Terrier,2009,m,White
81892,51-60,m,11,American Bulldog,2012,m,Brindle
81914,61-70,m,4,Deutscher Schäfer,2013,m,Grey
81916,51-60,w,9,Labrador Retriever,2003,m,Yellow
81918,71-80,w,10,Zwergpudel,2008,m,apricot
81925,61-70,w,10,Pointer,2008,w,Black/White
81949,71-80,m,12,Deutscher Schäfer,2006,w,Black/Brown
81973,41-50,w,12,Border Collie,2007,w,tricolor
81986,51-60,m,11,Labrador Retriever,2014,m,Bright Brown
81989,81-90,m,7,Gold en Retriever,2003,m,Gold en
81998,71-80,w,10,Bolonka Zwetna,2013,w,Brown/Black/White
82001,71-80,m,2,Rauhaar Dackel,2010,m,Wild Boar Coloured
82001,71-80,m,2,Rauhaar Dackel,2009,w,Wild Boar Coloured
82002,41-50,w,3,Malteser,2013,m,White
82010,71-80,w,7,English Springer Spaniel,2006,m,White/Brown
82011,71-80,m,7,Bergamasker,2004,w,Grey meliert
82032,51-60,w,10,Labradoodle,2013,w,White/Brown
82033,61-70,w,10,Pudel,2008,w,Black
82033,61-70,w,10,Pudel,2008,m,Black
82049,71-80,w,3,Cairn Terrier,2000,m,Brown
82052,41-50,w,10,Manchester Terrier,2008,m,black/tan
82053,61-70,w,11,Rauhaar Dackel,2005,m,Black/Brown
82063,71-80,w,11,Mops,2003,w,beige
82063,71-80,w,11,Mops,2002,m,beige
82063,71-80,w,11,Mops,2005,w,beige
82063,71-80,w,11,Mops,2008,m,beige
82064,61-70,m,3,Labrador Retriever,2011,m,Black
82068,71-80,w,9,Pudel,2010,w,Black/White
82074,71-80,m,3,Schäfer,2003,m,tricolor
82080,61-70,m,10,Dachshund,2009,w,Wild Boar Coloured
82081,51-60,m,2,Podenco,2010,w,Black/White
82091,41-50,m,7,Irish Terrier,2005,w,Red
82099,71-80,w,3,Tervueren,2006,w,Grey/Black
82110,61-70,w,9,Riesenschnauzer,2003,w,pfeffer/salz
82110,61-70,w,9,Riesenschnauzer,2007,m,pfeffer/salz
82112,71-80,m,9,Berger Picard,2011,m,fauve
82127,61-70,m,7,Jack Russel Terrier,2001,m,tricolor
82128,31-40,m,9,Chihuahua,2010,m,zimt
82131,51-60,w,9,Yorkshire Terrier,2000,w,Black
82135,61-70,m,9,Zwergpudel,2003,m,Black
82136,61-70,m,8,Collie,2006,w,sable
82137,41-50,w,7,Deutsche Dogge,2008,m,Black/White
82137,41-50,w,7,Yorkshire Terrier,2002,m,Black/Yellow
82142,91-100,w,3,Pudel,2010,m,apricot
82144,61-70,w,5,Redtweiler,2004,m,Black/Brown
82147,51-60,w,2,Jack Russel Terrier,2013,w,tricolor
82151,71-80,w,9,Collie,2010,w,tricolor
82162,51-60,m,9,Flat Coated Retriever,2009,m,Black
82167,61-70,w,9,Pudel,2011,w,apricot
82180,61-70,w,7,Rauhaar Dackel,2006,w,Red/Brown
82190,61-70,w,10,True klein,2009,m,beige
82190,61-70,w,10,True klein,2005,m,White/Brown
82192,61-70,w,11,Phalène,2001,m,Brown/White
82193,61-70,w,7,True klein,2005,w,beige
82196,51-60,w,7,True gross,2015,m,Bright Brown
82217,61-70,m,2,Bearded Collie,2007,m,Black/White
82240,71-80,w,10,Rauhaar Dackel,2001,m,Wild Boar Coloured
82240,71-80,w,10,Dachshund,2007,m,Wild Boar Coloured
82261,51-60,w,10,Chow Chow,2007,m,Red
82262,81-90,m,10,Chow Chow,2007,w,Black
82271,51-60,w,10,Border Collie,2010,w,Black/White
82275,51-60,w,7,Appenzeller Sennenhund,2013,w,tricolor
82281,81-90,w,5,Pudel,2015,w,harlekin
82284,81-90,w,2,Zwergpudel,2004,m,Brown/White
82287,51-60,w,6,Tibet Terrier,2000,m,Black
82293,71-80,w,2,True klein,1998,w,Black
82300,71-80,w,10,Silky Terrier,1999,w,beige/Grey
82300,71-80,w,10,Pekingese,2008,w,Brown/White/Black
82301,71-80,m,7,Irish Soft Coated Wheaten Terrier,2012,m,weizen
82306,41-50,m,3,Yorkshire Terrier,2003,m,blue/steel
82312,51-60,w,10,Labrador Retriever,2006,w,Yellow
82313,61-70,w,10,Parson Jack Russell Terrier,2010,w,tricolor
82322,71-80,w,10,Labrador Retriever,2005,m,Black
82323,61-70,w,9,Jack Russel Terrier,2002,m,Brown/White
82329,61-70,w,11,Dackel,2009,m,Brown
82330,61-70,m,11,True klein,2003,m,Bright Brown/White
82334,51-60,m,11,Entlebucher Sennenhund,2010,m,tricolor
82338,51-60,w,11,Islandhund,2014,m,Grey/beige
82341,81-90,w,11,Yorkshire Terrier,2008,m,blue/tan
82360,51-60,m,11,Rehpinscher,2002,w,Brown
82369,61-70,m,2,True klein,2004,w,Black/Brown
82370,31-40,w,2,Border Collie,2014,w,Black/Brown/White
82380,61-70,w,7,Berner Sennenhund,2006,m,tricolor
82387,61-70,m,11,Havaneser,2009,m,White
82396,61-70,m,11,Fila Brasileiro,2015,m,Brindle
82398,51-60,w,11,Bergamasker,2005,w,Brown
82402,71-80,w,11,True klein,2003,w,Black
82403,41-50,w,11,True klein,2003,m,Black
82414,51-60,w,11,Border Collie,2006,w,Black/White
82414,51-60,w,11,Jack Russel Terrier,2014,m,tricolor
82419,51-60,w,7,Cairn Terrier,2006,w,Brown/Black
82435,71-80,w,7,Jack Russel Terrier,2004,w,White/beige
82437,71-80,m,7,True klein,2013,w,White/Brown
82439,81-90,m,7,True gross,2004,m,Brown
82444,61-70,w,3,Schäfer,2010,m,RedBrown/White
82450,71-80,w,7,True klein,2005,w,Brown/White
82450,71-80,w,7,True klein,2008,w,Brown
82452,61-70,w,10,Dachshund,2006,w,Red/Brown
82452,61-70,w,10,Dachshund,2009,m,Red
82452,61-70,w,10,Dachshund,2005,w,Red
82452,61-70,w,10,Dachshund,2005,w,Black/Red
82452,61-70,w,10,Dachshund,2008,m,Brown
82452,61-70,w,10,Dachshund,1999,w,Black/Red
82452,61-70,w,10,Dachshund,1998,w,Red
82452,61-70,w,10,Dachshund,2006,w,Black/Red
82452,61-70,w,10,Dachshund,2009,w,Black/Grey
82452,61-70,w,10,Dachshund,1998,w,Black/Red
82452,61-70,w,10,Dachshund,1999,w,Black/Red
82452,61-70,w,10,Dachshund,1999,w,Black/Red
82452,61-70,w,10,Dachshund,2010,w,Black/Red
82465,61-70,m,3,Bulldog,2003,w,Brindle
82468,71-80,w,1,True gross,2010,w,Black
82473,51-60,w,1,Papillon,2010,w,tricolor
82473,51-60,w,1,Papillon,2011,m,tricolor
82474,71-80,w,3,Kromfohrländer,2004,w,White/Brown
82498,61-70,w,7,Border Collie,2006,w,Grey/White/Black
82500,61-70,m,7,Boxer,2007,w,Black/Brown
82506,51-60,w,4,Havaneser,2008,w,Brown/White
82506,51-60,w,4,Yorkshire Terrier,2005,m,tricolor
82508,61-70,w,8,Beagle,2011,m,tricolor
82509,51-60,w,7,Redtweiler,2009,w,Black/Brown
82510,61-70,w,9,West Highland White Terrier,2009,m,White
82512,61-70,w,6,Bichon frisé,2014,m,White
82518,61-70,m,9,Setter,2007,m,White/Brown
82527,71-80,w,2,Rauhaar Dackel,2011,w,Wild Boar Coloured
82527,71-80,w,2,Rauhaar Dackel,2015,w,Black/Red
82538,61-70,w,7,Dachshund,2004,m,Brown
82543,71-80,m,9,Beagle,2010,w,tricolor
82545,71-80,w,7,Zwergschnauzer,2008,w,Black/White
82550,61-70,m,3,Gold en Retriever,2005,w,Gold en
82551,71-80,w,7,True gross,2010,w,Grey meliert
82558,51-60,w,7,Labrador Retriever,2012,m,beige
82561,61-70,w,7,Yorkshire Terrier,2009,w,blue/tan
82567,61-70,w,7,Papillon,2004,m,White/Brown
82572,71-80,w,7,Rauhaar Dackel,2002,m,Wild Boar Coloured
82574,81-90,w,10,Griffon,2007,w,Gold Brown
82579,61-70,w,7,Cocker Spaniel,2007,w,Brown
82580,71-80,w,7,Lagotto Romagnolo,2008,m,beige
82581,61-70,w,7,Tibet Terrier,2009,w,beige/Black
82588,71-80,w,6,Appenzeller Sennenhund,2009,w,tricolor
82590,61-70,w,7,Gold en Retriever,2005,w,Red/Brown
82591,81-90,m,7,Dachshund,2014,m,Black/Red
82606,71-80,w,7,Bergamasker,2008,m,Grey/Black
82618,81-90,m,7,Gold en Retriever,2010,m,Gold Brown
82620,61-70,w,7,Yorkshire Terrier,2010,w,Black/Brown
82622,41-50,w,2,True klein,2008,w,White/Brown
82623,81-90,w,8,Cocker Spaniel,2006,w,Black
82626,61-70,w,7,Border Terrier,2013,m,red grizzle
82631,51-60,w,9,Jack Russel Terrier,2008,m,White/Black
82640,61-70,w,9,Dackel,2010,m,Black
82646,51-60,m,11,Toypudel,2005,w,apricot
82649,91-100,w,8,Bearded Collie,2003,w,beige
82653,71-80,m,5,Bulgarischer Sennenhund,2003,w,Black/White
82653,71-80,m,5,Jack Russel Terrier,2006,m,Brown/White
82655,51-60,w,7,True klein,2007,w,Grey
82655,51-60,w,7,Malteser,2010,w,White/Grey
82655,51-60,w,7,True klein,2011,m,Black/Brown
82660,71-80,w,7,Schäfer,2004,m,tricolor
82661,71-80,m,7,Samojede,2008,w,White
82662,41-50,w,7,Tibet Terrier,2003,w,Black/White
82662,41-50,w,7,Tibet Terrier,2005,w,sable
82668,61-70,w,5,Norwich Terrier,2011,w,Red
82671,51-60,w,7,Continental Bulldog,2014,w,Red/White
82671,51-60,w,7,Continental Bulldog,2015,w,Red/White
82671,51-60,w,7,Continental Bulldog,2012,w,Brindle
82671,51-60,w,7,Jack Russel Terrier,2000,w,Black/White/Brown
82671,51-60,w,7,Continental Bulldog,2010,w,Black/White
82671,51-60,w,7,Continental Bulldog,2009,m,RedBrown/White
82671,51-60,w,7,Continental Bulldog,2015,w,Black/White
82676,71-80,w,7,Französische Bulldogge,2013,w,Black/beige
82690,81-90,m,7,Labrador Retriever,2001,m,Black
82690,81-90,m,7,Zwergdackel,2003,w,Brown meliert
82692,81-90,w,7,Pudel,2003,w,Black
82692,81-90,w,7,Pudel,2002,w,Black
82699,71-80,w,7,Gos d'Atura Català,2005,m,sable
82699,71-80,w,7,Briard,2000,w,Black
82700,71-80,m,7,Labrador Retriever,2014,m,Black
82700,71-80,m,7,Labrador Retriever,2003,m,Black
82703,81-90,w,7,Pudel,2013,m,Black
82706,71-80,w,7,Tibet Terrier,2004,m,Black/White
82720,71-80,w,7,Flat Coated Retriever,2004,w,Brown
82734,61-70,w,7,Dachshund,2006,w,Wild Boar Coloured
82737,71-80,w,7,Berner Sennenhund,2003,w,Brown/Black
82738,61-70,m,7,English Setter,2009,m,White/orange
82739,51-60,w,7,Cavalier King Charles Spaniel,2012,m,black/tan
82751,71-80,m,8,Pudel,2009,w,black/tan
82751,71-80,m,8,Leonberger,2006,w,löwenfarbig
82753,61-70,w,6,Labrador Retriever,2005,w,Yellow
82772,61-70,w,9,Border Collie,2010,m,Black/White
82781,51-60,w,6,True klein,2007,m,Black/Brown
82782,81-90,w,7,Labrador Retriever,2003,w,blond Colour
82795,41-50,w,11,Deutsche Dogge,2012,m,Yellow
82806,71-80,m,6,Deutscher Schäfer,2014,w,Grey
82808,61-70,w,4,Coton de Tulear,1997,m,White/Brown
82809,41-50,w,11,True klein,2008,m,Grey/beige
82813,51-60,w,7,Labrador Retriever,2009,w,blond Colour
82816,71-80,w,11,Pointer,2003,w,White/Black
82834,61-70,w,11,Beagle,2014,m,tricolor
82842,51-60,w,7,Dackel,2012,m,Brown
82852,51-60,w,9,Chinese Crested Powderpuff,2009,m,White/Black
82852,51-60,w,9,Chinese Crested Powderpuff,2004,m,Brown/White
82852,51-60,w,9,Chinese Crested Powderpuff,2002,m,White
82852,51-60,w,9,Chinese Crested Powderpuff,2006,w,Black/White
82852,51-60,w,9,Chinese Crested Powderpuff,2002,m,Black
82852,51-60,w,9,Chihuahua,2008,w,Brown
82856,51-60,w,12,True klein,2007,w,beige/creme
82865,51-60,w,10,Yorkshire Terrier,2011,w,black/tan
82867,81-90,w,2,Pudel,2005,m,White
82868,51-60,w,2,True klein,2010,m,Black/Brown
82878,61-70,m,7,Zwergschnauzer,2011,m,White
82897,61-70,w,4,Collie,2006,m,beige/White
82901,61-70,m,11,Sibirischer Husky,2002,m,beige/Grey/White
82921,61-70,m,4,True klein,2005,w,Black/Brown
82922,71-80,m,2,Chihuahua,2003,w,Black/White/beige
82925,71-80,m,3,Deutscher Schäfer,2011,w,Grey
82927,71-80,m,4,Samojede,2007,w,White
82928,51-60,w,5,Pudel,2002,m,White
82934,51-60,m,2,Samojede,2013,w,White
82934,51-60,m,2,Samojede,2004,w,White
82942,61-70,m,11,Französische Bulldogge,2010,w,Black Brindle
82973,71-80,w,7,Yorkshire Terrier,2011,w,Grey/Brown
82974,61-70,w,7,Jack Russel Terrier,2010,w,tricolor
82981,61-70,m,12,Flat Coated Retriever,2006,w,Black
82987,51-60,w,3,Labrador Retriever,2003,m,Brown
82988,51-60,m,11,Husky,2015,w,Grey/White
82993,61-70,w,11,Eurasier,2013,w,Red/Grey
83022,81-90,w,9,Chihuahua,2008,w,White/Brown
83049,71-80,m,10,Gold en Retriever,2006,w,beige
83050,71-80,m,2,Schnauzer,2009,w,Black/Brown/White
83065,51-60,w,11,True gross,2013,m,Black
83073,81-90,w,12,West Highland White Terrier,2002,w,White
83084,41-50,w,4,Malteser,2014,m,White
83085,71-80,m,10,Labrador Retriever,2003,m,Black/White
83090,71-80,w,3,Gold en Retriever,2005,w,Gold en
83090,71-80,w,3,Australian Shepherd,2010,m,Brown/Grey
83095,71-80,w,11,Kooiker,2008,m,Red/White
83097,61-70,w,1,True klein,2009,w,Black
83102,71-80,w,2,Vizsla,1999,w,Gold en
83108,51-60,w,10,True gross,2013,w,rehBrown
83113,61-70,w,9,True klein,2008,w,Black
83126,61-70,w,8,Foo Dog gross,2013,m,beige/Black
83128,51-60,w,2,True klein,2000,m,Black/White
83129,71-80,m,6,Leonberger,2005,w,Brown
83130,61-70,w,9,Pudel,2001,w,White
83133,71-80,m,2,Chihuahua,2001,w,Brown
83133,71-80,m,2,Berner Sennenhund,2006,w,tricolor
83136,71-80,m,3,True klein,1998,m,Black
83141,61-70,w,2,Boxer,2013,w,Brindle
83141,61-70,w,2,Pekingese,2009,w,Brown/White
83141,61-70,w,2,Pekingese,2008,w,Brown
83154,51-60,w,6,Gold en Retriever,2014,w,Gold en
83167,51-60,w,5,True klein,2006,m,Black Dull Grey
83168,51-60,w,3,Mittelschnauzer,2013,w,pfeffer/salz
83171,51-60,w,7,Rehpinscher,2000,w,Black/Brown
83171,51-60,w,7,Zwergpinscher,2013,m,rehBrown
83171,51-60,w,7,Airedale Terrier,2006,w,black/tan
83171,51-60,w,7,Airedale Terrier,2006,m,black/tan
83180,51-60,w,2,Jack Russel Terrier,2005,m,White/Red
83182,51-60,w,2,Zwergspitz,2015,w,orange
83185,61-70,w,3,True klein,1999,w,Black/Grey
83187,51-60,w,9,Leonberger,2006,m,löwenfarbig
83187,51-60,w,9,Schäfer,2015,m,tricolor
83189,81-90,w,9,Zwergpudel,1998,w,Black
83194,81-90,w,12,Chihuahua,2010,w,Brown/Black
83216,61-70,w,2,Entlebucher,2007,m,tricolor
83217,71-80,w,7,Collie,2003,m,sable
83230,81-90,w,9,Cocker Spaniel,2010,m,Red
83234,51-60,w,12,Volpino,2000,m,Brown
83237,51-60,w,9,Riesenschnauzer,2004,m,Black
83237,51-60,w,9,Chinese Crested,2012,m,apricot
83237,51-60,w,9,Afghane,2012,m,red-brindle
83237,51-60,w,9,Riesenschnauzer,2015,m,Black
83248,41-50,w,3,Jack Russel Terrier,2012,w,tricolor
83256,41-50,w,10,Labrador Retriever,2012,w,Black
83266,51-60,w,9,Jack Russel Terrier,2010,m,Brown/White
83272,91-100,w,9,Labrador Retriever,2008,w,beige
83278,51-60,w,9,Rauhaar Dackel,2010,w,Wild Boar Coloured
83281,81-90,m,9,Pudel,2003,w,Black/White
83308,51-60,w,4,Yorkshire Terrier,2004,m,Grey
83309,71-80,m,9,Yorkshire Terrier,2007,w,blue/tan
83309,71-80,m,9,Yorkshire Terrier,2007,w,blue/tan
83313,51-60,w,9,Dogge,2005,m,Black/White
83313,51-60,w,9,Appenzeller,2004,m,Black/White
83322,51-60,m,4,Chihuahua,2011,m,Black
83335,41-50,m,10,Cocker Spaniel,2003,w,sable
83339,61-70,w,9,Bolonka Zwetna,2011,w,Black
83345,61-70,w,3,Tibet Terrier,2007,m,White/Black
83347,71-80,w,3,True klein,2000,w,White
83347,71-80,w,3,Yorkshire Terrier,2002,w,Grey/Black
83359,71-80,m,11,Französische Bulldogge,2009,m,beige
83364,71-80,w,4,Pinscher,2005,w,Brown/Black
83369,51-60,w,8,Terrier,2012,w,Black
83373,51-60,w,9,Yorkshire Terrier,2011,m,Black/Brown
83379,81-90,w,9,Yorkshire Terrier,2005,w,Black/Brown/Grey
83380,41-50,m,9,Gold en Retriever,2012,m,Gold en
83380,41-50,m,9,Flat Coated Retriever,2012,m,Brown
83384,81-90,w,3,Continental Bulldog,2012,w,Brown/White/Black
83390,61-70,m,11,Basenji,2013,w,brindle
83397,71-80,m,3,Chihuahua,2008,m,Brown/White
83417,51-60,w,3,True klein,2010,m,Black/Brown
83425,61-70,m,6,Australian Shepherd,2014,m,tricolor
83427,41-50,w,12,True klein,2006,m,White
83445,81-90,w,10,Pudel,2011,m,Black/White
83452,71-80,w,6,Jack Russel Terrier,2006,w,tricolor
83454,71-80,w,3,True klein,2001,w,Brown
83455,71-80,m,10,True gross,2004,m,Brown
83464,51-60,w,10,Podenco,2005,m,beige/White
83474,51-60,w,2,True klein,2013,w,beige
83476,61-70,w,11,West Highland White Terrier,1998,w,White
83479,71-80,m,11,Mittelpudel,2014,w,black/tan
83486,81-90,w,1,Papillon,2008,m,White/Black
83497,41-50,w,3,Bobtail,2011,m,Blue/Grey/White
83499,51-60,w,7,True klein,2010,w,tricolor
83499,51-60,w,7,Labrador Retriever,2008,w,Black
83503,61-70,w,8,Labrador Retriever,2003,w,Black
83508,51-60,w,9,Malteser,2006,w,White
83517,61-70,w,10,Papillon,2002,m,Brown/White
83523,51-60,w,8,Katalanischer Hirtenhund,2004,w,sandfarbig
83526,81-90,w,11,Schäfer,2005,w,Black/Brown
83531,51-60,w,8,Bergamasker,2005,m,Black/White
83538,31-40,w,2,Landseer,2007,w,White/Black
83539,51-60,w,7,Schäfer,2014,w,White
83539,51-60,w,7,Papillon,2002,w,Brown/White
83547,71-80,w,11,West Highland White Terrier,2004,m,White
83554,41-50,m,2,Schweizer Sennenhund,2008,w,tricolor
83564,71-80,m,10,Zwergdackel,2004,m,Black/Red
83565,41-50,m,10,Rauhaar Dackel,2007,w,Wild Boar Coloured
83566,81-90,w,10,True klein,2008,w,Brown/Black
83567,41-50,m,2,Labrador Retriever,2007,w,Black
83568,61-70,w,11,True klein,2003,m,Brown/Black
83576,61-70,w,11,Toy Pudel,2008,w,Black
83577,71-80,m,4,Border Collie,2009,m,Black/White
83585,61-70,w,7,Papillon,2015,w,Red/Brown/White
83597,41-50,w,11,Afghanischer Windhund,2005,w,Red
83620,41-50,m,7,True klein,2011,m,White/Brown
83620,41-50,m,7,True klein,2012,m,White/Brown
83626,61-70,w,11,True klein,2013,m,tricolor
83633,51-60,w,9,True klein,2002,m,White/beige
83636,61-70,w,11,True klein,2005,m,Brown/Grey
83638,41-50,w,11,Toyterrier,2001,w,Brown/beige
83643,41-50,w,6,Collie,2008,w,blond Colour
83645,51-60,m,3,Langhaardackel,2004,m,Red
83651,51-60,m,3,Flat Coated Retriever,2004,w,Black/Grey
83657,31-40,m,4,Zwergpinscher,2010,w,Black/Brown
83671,61-70,w,7,Labrador Retriever,2011,m,Black
83677,41-50,m,3,Mops,2015,w,beige
83680,41-50,w,9,Chihuahua,2005,m,black/tan
83680,41-50,w,9,Chihuahua,2012,m,black/tan
83680,41-50,w,9,Chihuahua,2010,m,Brown/White
83688,81-90,m,6,Deutscher Schäfer,2009,m,Black/Yellow
83690,51-60,w,2,Tibet Terrier,2006,m,Grey
83692,41-50,w,12,True klein,1999,m,Black/White
83693,51-60,w,2,Australian Shepherd,2012,m,White/beige
83697,41-50,w,11,Welsh Corgi Cardigan,2005,w,Brown/White
83721,51-60,w,8,Gold en Retriever,2008,w,blond Colour
83727,71-80,w,4,Cocker Spaniel,2012,m,BlueDull Grey
83737,41-50,w,9,Deutscher Schäfer,2003,w,Brown/Black
83737,41-50,w,9,Akita Inu,2005,w,Red
83737,41-50,w,9,True klein,2008,w,White/Black/Brown
83741,51-60,w,8,Jack Russel Terrier,2000,w,White/Black
83746,61-70,m,3,Appenzeller,2001,w,tricolor
83749,31-40,m,1,Berner Sennenhund,2007,w,tricolor
83757,51-60,w,3,Lhasa Apso,2002,m,beige
83759,51-60,m,11,Cocker Spaniel,2003,w,BlueDull Grey
83774,51-60,w,3,Australian Shepherd,2008,m,tricolor
83775,51-60,w,10,Jack Russel Terrier,2009,w,tricolor
83776,61-70,w,7,Gold en Retriever,2013,m,Gold en
83785,51-60,m,6,Redtweiler,2011,m,Black/Brown
83811,31-40,m,4,Jack Russel Terrier,2000,w,Black/White
83826,71-80,m,12,Chihuahua,2013,m,Brown
83830,51-60,w,2,True klein,2003,w,Black/White
83850,41-50,m,10,Cirneco dell'Etna,2006,w,Bright Brown
83856,61-70,w,10,Tibet Terrier,2012,m,sable
83866,51-60,w,9,Mops,2008,m,beige/Black
83874,41-50,w,10,Bergamasker,2001,w,Grey
83892,51-60,w,7,True klein,2009,w,Brown
83894,51-60,m,10,Boxer,2007,m,White Brindle
83900,41-50,w,8,Dachshund,2015,w,Wild Boar Coloured
83905,51-60,m,6,Schäfer,2002,w,Black
83911,81-90,w,7,Rauhaar Dackel,1999,m,Grey/Black
83916,51-60,w,3,Continental Bulldog,2013,w,Bright Brown/White
83925,41-50,w,9,Belgischer Schäfer,2012,w,Grey/Black
83933,61-70,w,9,True klein,2005,w,Black/Brown/White
83934,71-80,w,9,Beagle,2011,m,Bright Brown
83937,61-70,w,3,Labrador Retriever,2014,m,Black/White
83941,51-60,m,9,Labrador Retriever,2010,m,Black/White
83944,51-60,w,9,Bernhardiner,2005,m,Brown/White
83946,71-80,w,9,Gold en Retriever,2004,w,Gold en
83947,51-60,w,9,Airedale Terrier,2011,m,black/tan
83950,61-70,m,9,True klein,2000,w,Brown/White
83959,71-80,m,9,Border Collie,2003,w,Black/White
83962,51-60,w,9,Jack Russel Terrier,2003,w,tricolor
83974,71-80,m,7,Laufhund,2004,m,Brown
83974,71-80,m,7,Border Collie,2003,m,Black/White
83975,61-70,w,7,Boxer,2006,w,Brown Brindle
83979,71-80,m,4,Gold en Retriever,2009,w,Gold en
83984,61-70,m,8,West Highland White Terrier,2005,m,White
83993,61-70,w,7,True klein,2009,m,Black/White
83998,71-80,w,3,Malteser,2013,w,White
83998,71-80,w,3,Toy Pudel,2000,m,White
84000,81-90,w,8,West Highland White Terrier,2002,m,beige
84003,51-60,w,8,Scottish Terrier,2006,w,Black
84008,61-70,w,10,Königspudel,2009,m,apricot
84012,61-70,w,7,True klein,2002,w,beige/White
84017,51-60,m,8,True klein,2007,w,Brown/White
84020,81-90,w,11,Westgotenspitz,1999,m,Grey
84021,61-70,w,11,Mittelpudel,2010,w,Brown
84031,61-70,w,9,Bolonka Zwetna,2010,m,Brown
84036,81-90,w,3,Yorkshire Terrier,2007,w,blue/tan
84040,71-80,m,3,Dackel,1999,m,Black/Red
84044,61-70,w,3,Deutscher Schäfer,2005,m,Grey
84044,61-70,w,3,Deutscher Schäfer,2010,m,Black
84052,71-80,m,3,True klein,2012,w,Black/White
84059,61-70,m,11,True klein,1999,m,Brown
84062,81-90,w,3,Toy Pudel,2002,w,Wild Boar Coloured
84066,81-90,w,3,Papillon,2002,m,Black/White
84070,71-80,w,9,True klein,2009,w,beige
84079,41-50,w,3,Bolonka Zwetna,2010,m,Brown
84079,41-50,w,3,Bordeaux Dogge,2014,m,Brown
84079,41-50,w,3,Shih Tzu,2007,m,Black/White
84094,81-90,m,9,Border Collie,2004,w,Black/White
84107,71-80,m,7,Appenzeller,2000,m,tricolor
84124,81-90,m,7,True klein,2005,w,Black
84126,61-70,m,9,Schnauzer,2005,w,Black
84128,71-80,m,9,Appenzeller,2005,m,tricolor
84133,51-60,m,9,Labrador Retriever,2000,w,beige
84136,61-70,m,9,Labrador Retriever,2006,m,Black
84150,41-50,w,2,Petit Basset Griffon,2005,w,tricolor
84153,41-50,w,3,Schäfer,2006,w,blond Colour
84155,71-80,m,10,Border Collie,2004,w,Black/White
84157,61-70,w,12,Bolonka Zwetna,2015,w,Black
84165,71-80,m,11,True klein,2007,w,Brown/White
84180,61-70,w,4,Bearded Collie,2009,w,Black/White
