HALTER_ID,"Age, Guardian","Gender, Guardian",City District,Primary Breed,"Year of Birth, Dog","Sex, Dog",Dog Colour
102398,61-70,w,2,Gold en Retriever,2010,w,Gold en
102398,61-70,w,2,Gold en Retriever,2011,m,Gold en
102402,71-80,m,7,Pinscher,2009,w,Black/Brown
102407,31-40,w,4,Galgo Español,2009,m,White/Brown
102409,51-60,w,3,Yorkshire Terrier,2009,w,Brown/Black
102410,51-60,m,9,True klein,2003,m,Black
102411,31-40,w,9,Rehpinscher,2009,m,Black
102458,71-80,w,11,Pekingese,2007,m,beige
102464,41-50,w,9,True klein,2008,w,Grey/White/Black
102468,51-60,m,4,Border Collie,2009,m,Black/White
102472,21-30,w,3,True klein,2014,m,Brown/White
102474,51-60,m,11,Labrador Retriever,2009,w,Black
102579,51-60,m,8,Mops,2010,m,beige
102704,71-80,m,7,Portugiesischer Wasserhund,2010,m,Black/Brown
102705,41-50,w,7,Deutscher Boxer,2010,m,Yellow
102706,31-40,m,6,Boxer,2010,m,Yellow/White
102709,51-60,w,11,Pekingese,2005,w,Black/White
102710,51-60,w,7,Berger des Pyrenées,2010,w,Grey
102717,41-50,w,11,Chihuahua,2011,m,Brown/White
102734,41-50,w,10,Flat Coated Retriever,2009,w,Black
102735,41-50,w,6,Französische Bulldogge,2009,m,White
102755,21-30,w,5,True klein,2010,m,Brown
102757,31-40,m,2,Jack Russel Terrier,2009,m,White/Brown
102764,21-30,w,2,Collie,2009,w,tricolor
102766,51-60,w,3,Chihuahua,2007,w,White/Brown
102766,51-60,w,3,Chihuahua,2009,w,White/Brown
102767,71-80,w,10,Dackel,2006,m,Black/Brown/White
102789,31-40,m,9,Malteser,2008,m,White
102847,31-40,w,2,Labrador Retriever,2009,w,Bright Brown
102850,61-70,w,7,Hovawart,2008,m,Black
102866,41-50,m,6,Shar Pei,2012,w,Black
102883,51-60,m,3,Lagotto Romagnolo,2010,w,orange
102908,61-70,w,11,True klein,2006,w,Grey/Black
102913,61-70,w,3,True klein,2007,m,Brown/White
102914,31-40,w,12,Französische Bulldogge,2010,w,Brown Brindle
102916,51-60,w,8,True klein,2007,m,Grey/White/beige
102925,31-40,m,3,True klein,2005,m,tricolor
102929,41-50,m,7,Zwergdackel,2010,w,Brown
102933,41-50,w,9,Havaneser,2010,m,White/Brown
102938,51-60,m,9,Foxterrier,2010,m,tricolor
103014,31-40,w,10,Niederlaufhund,2004,w,Dark Brown
103015,41-50,w,12,Bolonka Zwetna,2013,m,beige
103015,41-50,w,12,Bolonka Zwetna,2009,m,Black
103020,51-60,w,6,Airedale Terrier,2010,w,black/tan
103021,41-50,w,3,Jack Russel Terrier,2010,m,White
103023,31-40,m,6,Jack Russel Terrier,2010,m,White
103040,41-50,m,11,Pekingese,2011,m,Black/Brown
103050,61-70,m,7,Labrador Retriever,2010,w,Black
103063,31-40,w,11,Labrador Retriever,2009,m,Yellow
103063,31-40,w,11,Shih Tzu,2015,w,choco
103063,31-40,w,11,Yorkshire Terrier,2014,m,Brown/Grey
103063,31-40,w,11,Shih Tzu,2015,w,Red
103077,51-60,w,4,Coton de Tulear,2010,m,Black/Brown
103086,51-60,w,9,Bolonka Zwetna,2010,m,black/tan
103087,31-40,m,9,True gross,2007,w,Black/Brown
103094,51-60,w,8,Bolonka Zwetna,2012,w,Black
103094,51-60,w,8,Bolonka Zwetna,2010,m,creme
103118,31-40,w,7,Chihuahua,2010,w,Brown/beige
103132,31-40,m,4,Französische Bulldogge,2010,w,Dark  Brindle
103144,41-50,w,7,West Highland White Terrier,2010,m,White
103146,41-50,w,10,Malteser,2010,m,White
103146,41-50,w,10,Malteser,2010,m,White
103149,41-50,w,2,Jack Russel Terrier,2008,w,tricolor
103149,41-50,w,2,Jack Russel Terrier,2010,m,White/Black
103186,51-60,m,2,Gold en Retriever,2007,w,blond Colour
103192,51-60,w,3,Zwergpudel,2010,w,black/tan
103197,61-70,w,2,True klein,2010,w,Bright Brown
103203,71-80,m,10,Jack Russel Terrier,2009,m,tricolor
103207,71-80,m,7,Labrador Retriever,2006,w,Black
103219,41-50,w,4,Französische Bulldogge,2005,w,Black/White
103251,21-30,m,9,Deutscher Schäfer,2007,m,Black
103260,51-60,w,2,Terrier,2004,m,Brown/beige
103271,41-50,w,12,Chihuahua,2010,m,Brown
103272,51-60,m,1,Cocker Spaniel,2003,w,RedBrown Dull Grey
103273,61-70,w,9,Barbet,2010,w,Brown
103275,41-50,m,3,Magyar Viszla,2010,m,Yellow
103276,51-60,w,3,Lagotto Romagnolo,2010,m,mehrfarbig
103332,61-70,w,2,Malteser,2009,m,White
103360,41-50,w,9,True klein,2010,m,beige
103366,61-70,m,11,Deutscher Schäfer,2014,w,Black/Brown
103371,51-60,m,2,Zwergpudel,2009,m,black/tan
103393,31-40,w,2,Parson Jack Russell Terrier,2010,w,White/Red
103421,61-70,w,11,Bolonka Zwetna,2006,w,tricolor
103430,41-50,m,11,Mittelspitz,2009,w,White
103438,51-60,w,9,Sheltie,2009,w,beige
103460,31-40,w,10,Hirtenhund,2010,w,White
103464,61-70,w,7,Zwergpudel,2013,m,apricot
103471,31-40,w,11,Bolonka Zwetna,2010,m,Brown/White
103530,71-80,w,10,True klein,2006,m,Bright Brown/White
103535,31-40,w,3,Flat Coated Retriever,2010,w,Brown
103585,51-60,w,11,Schäfer,2005,w,Black/White
103591,31-40,m,6,Jack Russel Terrier,2010,m,White/Red
103603,51-60,w,7,Jack Russel Terrier,2006,w,White/Black
103609,31-40,w,7,West Highland White Terrier,2010,w,White
103616,71-80,m,10,True klein,2009,m,Black/Brown
103617,51-60,w,10,Dackel,2013,w,Black
103617,51-60,w,10,Dackel,2009,w,Black
103618,21-30,w,7,Border Collie,2004,m,Black/White
103619,51-60,w,12,Chihuahua,2007,m,Grey/Brown/White
103619,51-60,w,12,Chihuahua,2010,m,Brown/White
103627,31-40,m,7,Deutscher Boxer,2010,w,Brown Brindle
103651,51-60,m,9,Lagotto Romagnolo,2010,m,orange
103662,71-80,w,7,Border Collie,2009,m,Black/White
103667,71-80,m,9,Pudel,2011,w,beige/Black
103689,41-50,w,12,West Highland White Terrier,2010,m,White
103690,41-50,w,9,Landseer,2010,m,White/Black
103709,31-40,w,3,West Highland White Terrier,2008,w,White
103724,61-70,w,7,Rauhaar Dackel,2010,m,Wild Boar Coloured
103725,61-70,w,3,True klein,2002,m,White
103731,51-60,w,3,Sibirischer Husky,2002,w,Black/White
103807,41-50,w,11,Labrador Retriever,2010,m,Black
103809,61-70,w,9,True klein,2010,m,Black/Brown
103811,41-50,w,8,True gross,2013,w,Red/White
103811,41-50,w,8,True gross,2011,m,tricolor
103845,51-60,w,3,Labrador Retriever,2010,m,Black
103847,31-40,w,7,West Highland White Terrier,2010,m,White
103850,41-50,w,2,Australian Shepherd,2013,m,red merle
103854,71-80,m,7,West Highland White Terrier,2010,m,White
103881,81-90,w,10,Labrador Retriever,2007,m,Black
103884,61-70,m,10,Spaniel,2010,m,White/Brown
103885,51-60,w,11,Malteser,2010,w,White
103890,61-70,m,6,Französische Bulldogge,2013,m,fawn
103892,61-70,w,2,Airedale Terrier,2010,m,black/tan
103896,41-50,m,11,Papillon,2006,m,Brown/White
103897,31-40,w,4,English Cocker Spaniel,2010,w,sable
103897,31-40,w,4,Cocker Spaniel,2011,w,sable
103963,41-50,w,12,Zwergpudel,2007,m,Black
103974,31-40,w,10,Zwergschnauzer,2009,w,Grey
103975,61-70,m,2,Berner Sennenhund,2010,w,Black/Brown/White
103988,51-60,w,11,Foxterrier,2009,m,tricolor
103991,31-40,w,11,Labrador Retriever,2005,m,Yellow
104018,81-90,w,9,Chihuahua,2010,w,White/Brown
104023,21-30,w,3,Chihuahua,2010,w,White/Brown
104038,21-30,w,9,Malteser,2006,m,White
104055,61-70,m,7,Gold en Retriever,2008,w,blond Colour
104056,31-40,m,10,Continental Bulldog,2010,w,Red/White
104074,71-80,w,11,Schäfer,2010,w,Black/beige/Grey
104131,41-50,w,8,True klein,2001,w,Black/White
104137,41-50,w,6,Flat Coated Retriever,2010,m,Black
104137,41-50,w,6,True gross,2007,w,White/Brown
104140,61-70,m,4,Appenzeller Sennenhund,2003,m,Black/White
104159,31-40,m,10,Chihuahua,2010,m,black/tan
104159,31-40,m,10,Chihuahua,2010,w,beige
104206,31-40,m,8,Sennenhund,2008,m,tricolor
104214,51-60,m,8,Welsh Corgi,2015,m,Red/White
104214,51-60,m,8,Welsh Corgi,2006,w,tricolor
104222,41-50,w,9,Border Terrier,2013,w,red grizzle
104261,41-50,w,11,Yorkshire Terrier,2010,m,Bright Brown
104262,31-40,m,1,True klein,2004,w,Black
104269,21-30,w,3,Gold en Retriever,2006,m,tricolor
104300,51-60,m,7,True gross,2010,w,Brown
104305,31-40,w,7,English Cocker Spaniel,2010,w,Brown Dull Grey
104305,31-40,w,7,Zwergdackel,2012,m,Black/Red
104317,21-30,m,11,Pinscher,2010,m,Black
104319,51-60,w,12,Labrador Retriever,2010,w,Black
104322,51-60,m,10,True gross,2003,w,Black/White
104364,41-50,m,7,Scottish Terrier,2009,m,Brindle
104405,41-50,w,5,Irish Terrier,2004,m,Red
104406,41-50,m,9,Cocker Spaniel,2004,w,Gold en
104427,31-40,w,10,Deutscher Pinscher,2010,w,Brown/Red
104433,41-50,w,6,Bolonka Zwetna,2010,m,Black/White
104435,31-40,m,10,Mops,2007,m,beige/Black
104441,41-50,w,2,Cocker Spaniel,2010,m,beige
104451,51-60,w,12,Yorkshire Terrier,2010,m,black/tan
104470,21-30,w,10,Jack Russel Terrier,2015,m,Brown/Black
104543,71-80,w,7,Französische Bulldogge,2010,w,Brindle
104568,71-80,w,7,Lhasa Apso,2014,w,Black/Brown
104641,41-50,w,11,Mops,2010,w,beige
104643,51-60,w,9,Bolonka Zwetna,2014,w,Brown
104643,51-60,w,9,Foxterrier,2010,m,tricolor
104651,51-60,w,6,Chihuahua,2009,w,Black/Brown
104651,51-60,w,6,Chihuahua,2008,w,black/tan
104656,41-50,w,3,Samojede,2010,m,White
104688,21-30,w,10,True klein,2010,w,Brown/Black
104705,51-60,w,8,Manchester Terrier,2005,m,Black
104706,41-50,w,7,Cocker Spaniel,2010,w,blond Colour
104714,41-50,w,6,Labrador Retriever,2013,w,blond Colour
104715,71-80,w,6,Pointer,2009,w,White/orange
104733,51-60,m,9,Labrador Retriever,2006,m,Brown
104733,51-60,m,9,Labrador Retriever,2009,m,Black
104740,61-70,w,9,Tibetan Spaniel,2010,w,sable
104750,61-70,w,10,Jack Russel Terrier,2004,m,White/Brown/Black
104764,41-50,m,5,Shih Tzu,2008,m,Black/White
104765,71-80,w,7,Dackel,2014,m,Grey/beige
104776,61-70,w,10,True klein,2009,w,Black/Brown
104777,21-30,m,11,Mops,2010,m,Black
104778,31-40,m,11,Samojede,2010,m,White
104830,51-60,w,9,Yorkshire Terrier,2008,w,Dark  Brindle
104833,41-50,m,11,Chihuahua,2006,m,mehrfarbig
104860,31-40,w,1,Zwergspitz,2005,m,Red
104864,61-70,w,12,Yorkshire Terrier,2010,m,Black/Brown
104895,41-50,m,11,Jack Russel Terrier,2012,w,White
104896,31-40,w,3,Chihuahua,2010,w,Black/White
104897,31-40,w,10,Galgo Español,2008,m,beige
104899,51-60,m,4,Dalmatiner,2005,w,White/Black
104911,71-80,w,9,Pekingese,2012,m,beige
104940,31-40,w,3,Belgischer Schäfer,2005,m,beige
104943,51-60,w,10,True klein,2010,m,Black
104945,31-40,w,9,Boston Terrier,2006,m,Black/White
104980,41-50,m,12,Pinscher,2015,w,beige
104980,41-50,m,12,Chihuahua,2013,m,Brown
104993,41-50,w,12,True klein,2009,m,vierfarbig
104994,71-80,m,7,Beagle,2006,m,tricolor
105001,51-60,m,2,Magyar Viszla,2008,m,rehBrown
105007,31-40,m,11,Yorkshire Terrier,2006,w,black/tan
105016,41-50,m,10,Schäfer,2002,m,Brown Brindle
105033,51-60,w,3,True klein,2003,w,Brown
105057,41-50,w,6,Zwergschnauzer,2010,m,pfeffer/salz
105066,51-60,w,2,True klein,2010,w,Brown
105067,31-40,w,6,Pudel,2010,w,White/Brown
105072,71-80,m,7,Foxterrier,2010,w,tricolor
105084,31-40,m,9,Labrador Retriever,2010,m,Brown
105102,51-60,m,4,True klein,2009,w,Black
105122,31-40,w,10,Continental Bulldog,2010,m,Brown/Red
105124,31-40,w,4,Kerry Blue Terrier,2006,w,Black
105126,31-40,w,6,Labrador Retriever,2007,w,Black
105134,21-30,m,11,Appenzeller Sennenhund,2007,m,tricolor
105151,51-60,w,11,Labrador Retriever,2010,w,blond Colour
105152,61-70,w,10,True klein,2006,m,Black/beige
105153,31-40,m,8,Continental Bulldog,2011,m,Brown Brindle
105170,31-40,m,11,Gold en Retriever,2005,m,Black/Brown
105172,31-40,w,11,Gold en Retriever,2010,w,Gold en
105176,51-60,w,8,Cairn Terrier,2010,w,creme
105221,31-40,m,11,Mops,2010,w,beige/Black
105227,51-60,m,11,Belgischer Schäfer,2011,m,Black
105228,31-40,m,9,Terrier,2004,w,Brown/beige
105237,81-90,w,3,Pinscher,2004,w,Black/White
105254,51-60,w,2,Labrador Retriever,2002,w,Black
105261,41-50,w,7,Tibet Terrier,2002,m,sable/White
105263,51-60,m,2,True klein,2010,w,tricolor
105267,21-30,w,12,Chihuahua,2010,m,Bright Brown
105270,61-70,m,10,Dackel,2008,m,Wild Boar Coloured
105273,61-70,m,10,West Highland White Terrier,2004,w,White
105274,21-30,w,8,Yorkshire Terrier,2010,w,Black
105298,51-60,w,11,Bolonka Zwetna,2014,m,White/Black
105312,41-50,w,11,Pekingese,2010,w,beige
105327,51-60,m,10,True gross,2013,m,Black/Brown/White
105343,41-50,w,11,Chihuahua,2010,w,Brown
105343,41-50,w,11,Chihuahua,2010,w,Brown/White
105343,41-50,w,11,Chihuahua,2011,w,Black/White
105347,51-60,w,6,True klein,2007,w,Black
105372,71-80,w,7,Chihuahua,2009,w,tricolor
105384,41-50,w,7,Jack Russel Terrier,2008,m,tricolor
105384,41-50,w,7,Jack Russel Terrier,2004,m,tricolor
105388,31-40,w,11,Border Collie,2010,m,Black/White
105390,41-50,w,12,Malteser,2010,m,White
105410,51-60,w,3,Shih Tzu,2004,w,beige
105419,41-50,w,9,Zwergspitz,2004,w,Black
105436,51-60,m,2,Samojede,2005,m,White
105439,31-40,m,10,Cavalier King Charles Spaniel,2014,w,Brown/White
105446,31-40,m,11,Appenzeller Sennenhund,2008,m,Black/Brown
105449,31-40,m,2,True gross,2009,m,Brown
105472,31-40,w,3,Schäfer,2007,w,Brown/Black
105472,31-40,w,3,Schäfer,2007,w,beige
105482,41-50,m,2,Labrador Retriever,2010,m,Yellow
105485,31-40,w,7,Beagle,2009,w,tricolor
105486,31-40,w,9,Whippet,2010,w,Grey/White
105487,51-60,m,7,Labrador Retriever,2010,m,Bright Brown
105506,51-60,w,2,Grosspudel,2005,m,Black
105512,41-50,w,11,Border Collie,2014,w,tricolor
105520,31-40,w,11,Cocker Spaniel,2010,m,Brown
105547,51-60,w,8,Dachshund,2010,m,black/tan
105548,41-50,w,6,True klein,2010,w,Black
105552,31-40,m,7,Labrador Retriever,2009,w,Black
105554,51-60,w,11,Toy Pudel,2010,m,Black/White
105556,31-40,w,8,Akita Inu,2001,m,White
105585,41-50,w,9,Papillon,2014,m,Black/White
105585,41-50,w,9,Chinese Crested,2009,m,Black
105585,41-50,w,9,Chinese Crested,2011,w,White/Brown
105585,41-50,w,9,Chinese Crested,2010,m,White
105585,41-50,w,9,Chinese Crested,2010,m,haarlos
105585,41-50,w,9,Chinese Crested,2008,m,White/Brown
105585,41-50,w,9,Papillon,2012,w,tricolor
105585,41-50,w,9,Papillon,2014,m,Black/White
105585,41-50,w,9,Papillon,2013,m,Black/White
105585,41-50,w,9,Papillon,2008,m,sable/White
105592,51-60,m,3,Gold en Retriever,2007,w,Gold en
105592,51-60,m,3,Miniature Australien Shepard,2008,w,tricolor
105602,31-40,w,9,Border Collie,2010,m,Black/White
105605,51-60,w,6,Pudel,2011,m,Black/White
105617,31-40,w,5,Cocker Spaniel,2008,w,Black/Brown
105619,31-40,m,2,Spaniel,2008,w,Red/White
105626,51-60,m,9,Chihuahua,2013,w,Grey
105629,31-40,w,6,Pekingese,2011,w,Brown
105630,41-50,w,6,Labradoodle,2010,w,blond Colour
105631,61-70,m,10,Lagotto Romagnolo,2011,m,Brown
105663,71-80,w,10,Havaneser,2014,m,Black/White
105668,31-40,w,12,Pekingese,2009,m,beige
105685,41-50,m,4,Labrador Retriever,2005,w,Brown
105690,31-40,w,2,Beagle,2008,w,Black/Brown/White
105692,61-70,w,8,Langhaardackel,2010,m,RedBrown
105698,61-70,w,8,Miniature Bull Terrier,2011,w,White
105717,41-50,w,6,Irish Terrier,2013,w,Red
105717,41-50,w,6,Deutscher Schäfer,2015,m,Black
105743,91-100,w,7,Sennenhund,2005,w,tricolor
105759,41-50,w,1,Schnauzer,2003,w,Black/Grey
105761,51-60,m,11,Foxterrier,2011,w,White/Black/Brown
105784,51-60,m,9,Border Collie,2010,m,tricolor
105790,31-40,m,6,Mops,2003,m,beige
105792,31-40,m,6,Mops,2006,m,beige
105870,71-80,w,3,Labrador Retriever,2007,w,Black
105885,31-40,m,5,Mops,2011,w,beige
105957,31-40,w,11,Basset,2010,m,tricolor
105957,31-40,w,11,Parson Jack Russell Terrier,2010,w,tricolor
105967,31-40,w,4,Jack Russel Terrier,2005,w,Black/Brown
105975,51-60,w,8,Labrador Retriever,2010,m,Black
105983,41-50,m,6,Chihuahua,2010,m,tricolor
106019,31-40,m,11,Mops,2011,m,Black
106020,61-70,w,8,Mittelpudel,2010,w,Silver
106057,61-70,w,9,Lhasa Apso,2004,m,White
106059,61-70,m,9,True klein,2010,m,tricolor
106077,41-50,m,3,Shih Tzu,2011,m,tricolor
106079,41-50,m,3,Affenpinscher,2007,m,Black
106133,51-60,w,7,Parson Russell Terrier,2010,m,White/Brown
106169,31-40,w,12,Cairn Terrier,2008,m,beige
106181,71-80,w,10,West Highland White Terrier,2011,w,White
106193,51-60,m,10,Yorkshire Terrier,2010,w,blue/tan
106194,41-50,m,6,Lagotto Romagnolo,2011,m,Brown/White
106194,41-50,m,6,Slovensky Cuvac,2014,m,White
106226,41-50,w,10,Parson Russell Terrier,2008,w,tricolor
106243,31-40,w,8,Chihuahua,2005,m,Brown
106243,31-40,w,8,Chihuahua,2008,m,Brown
106280,21-30,w,11,Chihuahua,2008,m,White/Black
106297,31-40,w,10,Schäfer,2007,w,Black/Brown
106313,71-80,w,1,Pudel,2015,w,Black
106375,31-40,w,10,Malteser,2010,w,White
106388,51-60,w,11,Shiba Inu,2011,w,Red
106389,41-50,w,11,Löwchen,2010,w,Black/Brown
106426,41-50,w,3,Zwergpinscher,2011,m,Black/Brown
106477,41-50,m,11,Boxer,2010,m,Brown/Black
106514,41-50,w,8,Australian Shepherd,2011,m,blue/merle
106522,31-40,w,9,Chihuahua,2010,w,beige
106531,21-30,w,8,Chihuahua,2010,m,Brown
106534,21-30,w,3,Chihuahua,2011,m,beige/White
106537,21-30,w,12,True klein,2011,w,beige
106561,41-50,m,10,Yorkshire Terrier,2011,m,Black/Brown
106607,31-40,w,6,Boxer,2007,m,Brindle
106619,71-80,w,3,Dackel,2000,m,wildsaufarbig
106655,41-50,w,4,Gold en Retriever,2011,m,Gold en
106658,31-40,w,2,Kooiker,2011,m,White/orange
106666,31-40,w,9,Mops,2008,m,Black
106705,71-80,w,8,Pudel,2010,w,Black/White
106713,81-90,w,7,Katalanischer Schäferhund,2004,m,wildfarbig
106733,51-60,w,6,Border Collie,2011,w,tricolor
106762,51-60,w,10,Irish Setter,2011,m,Mahogany
106763,31-40,w,11,Chihuahua,2011,w,Black/Brown/White
106765,41-50,w,7,Gold en Retriever,2011,m,Gold en
106790,31-40,w,10,Pudel,2009,w,Black/White
106798,31-40,w,5,Gold en Retriever,2010,m,Gold en
106826,61-70,w,9,Lagotto Romagnolo,2011,m,White/Brown
106831,31-40,w,9,Jack Russel Terrier,2011,w,tricolor
106833,31-40,m,10,Münsterländer,2010,w,Brown/White
106835,21-30,m,10,Deutscher Jagdterrier,2012,m,Red/Black
106838,41-50,m,9,Yorkshire Terrier,2010,w,black/tan
106839,21-30,w,4,Papillon,2004,m,White/Brown
106864,71-80,m,4,True klein,2005,w,Brown/White
106918,41-50,w,7,Dackel,2009,w,Black
106922,71-80,w,9,Chihuahua,2010,m,Brown
106923,21-30,m,9,Mops,2011,m,beige/Black
106931,31-40,m,4,True klein,2001,m,Brown/beige
106933,51-60,w,3,True klein,2010,m,tricolor
106969,31-40,m,9,Französische Bulldogge,2011,w,Brown Black Brindle
106976,51-60,w,7,Zwergpudel,2011,w,apricot
106979,31-40,w,2,Mops,2011,m,beige
106980,41-50,w,6,Havaneser,2010,w,Brown/White
106981,51-60,m,12,Yorkshire Terrier,2006,w,black/tan
106996,71-80,w,10,True klein,2005,m,White/Brown/Black
107005,61-70,w,6,Bolonka Zwetna,2011,w,sable beige
107010,41-50,w,3,Mops,2009,w,sandfarbig
107028,31-40,m,4,Bergamasker,2004,m,White/Brown
107030,31-40,w,12,Malteser,2011,w,White
107082,71-80,w,10,Nova Scotia Duck Tolling Retriever,2011,w,White/Brown
107091,31-40,w,9,Zwergpinscher,2002,w,Black/Brown
107093,31-40,w,5,Schäfer,2009,m,Black/Brown/beige
107104,51-60,m,9,Shih Tzu,2011,m,beige/White
107105,41-50,m,2,Französische Bulldogge,2011,w,White/Brown
107108,51-60,w,8,Mops,2011,w,Black
107113,31-40,w,1,Jack Russel Terrier,2007,w,White/Black
107131,31-40,w,3,Labrador Retriever,2011,w,Black
107158,31-40,m,7,Samojede,2011,m,White
107302,41-50,m,10,Rhodesian Ridgeback,2011,w,weizen
107323,31-40,w,1,Französische Bulldogge,2011,w,Brindle
107327,31-40,w,11,Gold en Retriever,2010,m,Black/Brown
107337,41-50,w,11,Mops,2011,w,beige
107338,41-50,w,11,Chihuahua,2011,w,White/creme
107339,31-40,w,5,West Highland White Terrier,2009,m,White
107341,31-40,w,11,Irish Terrier,2009,w,Red
107378,41-50,m,4,Beagle,2009,w,tricolor
107390,61-70,m,8,Yorkshire Terrier,2011,m,blue/tan
107392,31-40,w,7,Terrier,2010,m,beige
107450,51-60,w,2,Labrador Retriever,2011,w,Brown
107470,41-50,m,9,Cocker Spaniel,2010,m,Red
107493,61-70,w,3,Chihuahua,2011,w,Brindle
107493,61-70,w,3,Chihuahua,2010,w,Brown
107496,51-60,w,7,True klein,2010,w,beige
107498,41-50,m,3,Gold en Retriever,2011,m,Gold en
107528,31-40,w,5,Bolonka Zwetna,2011,w,Brown
107537,31-40,w,11,Chihuahua,2008,m,Red/White
107591,41-50,w,3,Jack Russel Terrier,2011,m,tricolor
107602,61-70,m,3,Deutscher Schäfer,2010,m,Brown/Black
107606,31-40,w,9,Zwergpinscher,2006,m,Black/Brown
107607,31-40,w,9,Rhodesian Ridgeback,2011,m,red-wheaten
107614,51-60,m,4,Riesenschnauzer,2010,m,Black
107616,21-30,w,9,Mops,2011,m,beige
107620,61-70,w,12,Airedale Terrier,2011,m,Red/Black
107629,41-50,w,2,True klein,2011,m,Black/Yellow
107636,41-50,w,6,True klein,2009,m,creme
107650,31-40,w,11,Labrador Retriever,2010,w,Black
107650,31-40,w,11,Tibetan Spaniel,2005,m,Black
107652,61-70,m,6,True klein,2010,w,beige
107708,31-40,m,11,Terrier,2010,w,Black/Brown
107752,61-70,w,8,Malteser,2013,w,White
107775,41-50,m,11,Mittelschnauzer,2011,m,Black
107776,31-40,w,5,Shar Pei,2011,w,Black
107794,21-30,w,9,Flat Coated Retriever,2010,m,Black
107798,41-50,m,2,Boston Terrier,2006,m,White/Brown/Black
107841,41-50,w,12,Lhasa Apso,2013,w,Red/beige
107841,41-50,w,12,Lhasa Apso,2009,m,Red
107855,31-40,w,12,Zwergspitz,2011,w,beige
107857,21-30,w,12,True klein,2010,w,Brown
107860,61-70,m,3,West Highland White Terrier,2011,m,White
107862,51-60,w,11,Yorkshire Terrier,2010,m,steelblue/tan
107869,61-70,w,2,Malinois,2010,m,fauve
107870,21-30,w,11,Pudel,2015,m,Brown/White
107870,21-30,w,11,Dogo Argentino,2011,w,White
107881,21-30,w,10,Jack Russel Terrier,2011,m,tricolor
107883,51-60,m,7,Labrador Retriever,2010,m,Black
107884,31-40,w,7,Mops,2011,w,beige
107885,31-40,w,7,Boxer,2009,w,Yellow
107886,41-50,w,10,Whippet,2008,w,beige/White
107893,41-50,w,11,Chihuahua,2010,m,creme
107895,21-30,w,7,Coton de Tulear,2010,m,White/orange
107940,61-70,m,9,Jack Russel Terrier,2011,m,White/Black
107960,31-40,w,6,Labrador Retriever,2002,w,Brown
107971,51-60,w,3,Labrador Retriever,2011,w,Black
107989,31-40,w,7,True klein,2011,w,beige
107996,31-40,m,9,Pekingese,2011,w,Brown
107997,31-40,w,10,Chihuahua,2011,w,Brown/Black
107998,41-50,w,12,Yorkshire Terrier,2009,m,black/tan
107999,31-40,w,9,Boston Terrier,2009,w,Black/White
108003,61-70,m,3,Galgo,2008,m,Brown/White
108023,41-50,w,10,Chihuahua,2011,w,Black/Brown/White
108034,31-40,w,11,Border Collie,2009,w,Black/White/Brown
108042,61-70,w,10,Welsh Corgi Pembroke,2011,m,Red/White
108060,21-30,w,4,Schäfer,2010,m,Brown/Black
108060,21-30,w,4,Appenzeller,2004,m,Brown/White
108075,21-30,w,2,Labrador Retriever,2011,w,blond Colour
108077,41-50,w,2,Labrador Retriever,2014,w,Bright Brown
108077,41-50,w,2,Labrador Retriever,2004,m,beige
108081,41-50,m,3,Beagle,2011,w,tricolor
108116,61-70,w,9,Malteser,2011,m,White
108127,61-70,m,1,Chinese Crested,2014,m,tricolor
108135,41-50,w,11,Yorkshire Terrier,2011,w,blue/tan
108136,51-60,w,10,Katalanischer Schäferhund,2009,w,fauve
108155,31-40,w,3,True gross,2011,m,Black/White
108164,31-40,w,7,True klein,2011,w,Black/Brown/White
108168,61-70,w,3,True klein,2004,w,Brown
108169,51-60,m,9,Französische Bulldogge,2011,w,Brown meliert
108170,31-40,w,3,Jack Russel Terrier,2009,w,Black Brindle
108171,31-40,w,10,Rauhaar Dackel,2011,m,Wild Boar Coloured
108174,41-50,w,2,Königspudel,2012,m,Black
108208,31-40,w,6,English Cocker Spaniel,2011,m,Brown
108210,71-80,w,7,Labradoodle,2011,w,beige/White
108219,51-60,m,9,Labrador Retriever,2011,m,beige
108228,41-50,w,7,Chihuahua,2009,w,Brown/White
108233,41-50,w,7,Jack Russel Terrier,2004,w,White/Brown
108289,41-50,m,9,Shiba Inu,2008,m,black/tan
108300,21-30,w,3,Tervueren,2010,m,Bright Brown/White
108314,61-70,w,2,Berger des Pyrenées,2011,w,fauve
108326,51-60,w,8,Parson Russell Terrier,2011,w,tricolor
108326,51-60,w,8,Parson Russell Terrier,2015,w,White/Black
108326,51-60,w,8,Parson Russell Terrier,2014,m,tricolor
108336,51-60,w,10,Appenzeller,2008,w,Black/Brown/White
108337,31-40,w,11,Elo,2009,w,Brown/White
108350,51-60,w,11,Jagdhund,2011,w,Brown
108383,41-50,m,11,Pudel,2004,m,Black
108391,31-40,w,2,Scottish Terrier,2009,m,Black
108409,51-60,w,11,Appenzeller,2010,m,tricolor
108410,61-70,w,8,Cairn Terrier,2006,m,wheaton
108412,51-60,m,7,Yorkshire Terrier,2004,m,steelblue/tan
108418,61-70,w,2,Chihuahua,2010,w,Black/Brown
108442,31-40,m,9,Mops,2011,m,beige/Black
108446,31-40,w,12,Rehpinscher,2010,w,Black/Brown
108452,51-60,m,6,Englische Bulldogge,2009,m,White/Brown
108462,31-40,w,6,Französische Bulldogge,2011,w,Brindle
